trail_id,name,city,region_name,country_name,_geoloc,popularity,length,elevation_start,elevation_gain,elevation_max,unit,duration_minutes,avg_rating,difficulty,visitor_usage,season,route_type,review_count,photo_count,track_count,completed_count,activities,features,obstacles,slug,overview
10268921,Mürren - Schilthorn - Grauseewli,Mürren,Bern,Switzerland,"{'lat': 46.56367, 'lng': 7.89688}",91.5388,16576.202,1646.8344000000002,1337.7672,2956.8648000000003,m,,4.5,5,3.0,"{'start': 6, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",118,946,139,249,"['birding', 'hiking', 'trail-running']","['dogs', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['no-shade', 'rocky', 'scramble', 'snow']",switzerland/bern/murren-schilthorn-grauseewli,"Enjoy this 10.3-mile loop trail near Mürren, Bern. Generally considered a challenging route. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are June through September. Dogs are welcome and may be off-leash in some areas."
10269902,Aabeberg via Kiental Tschingel,Kiental,Bern,Switzerland,"{'lat': 46.54955, 'lng': 7.75624}",50.7495,10138.841999999999,1170.7368000000001,792.7848,1950.72,m,272.0,5.0,5,2.0,"{'start': 1, 'end': 12}","{'uid': 'O', 'name': 'Out & Back'}",4,17,7,13,"['backpacking', 'birding', 'hiking', 'snowshoeing', 'trail-running']","['dogs', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['rocky', 'snow']",switzerland/bern/aabeberg-via-kiental-tschingel,"Head out on this 6.3-mile out-and-back trail near Kiental, Bern. Generally considered a challenging route, it takes an average of 4 h 32 min to complete. This is a popular trail for backpacking, birding, and hiking, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome and may be off-leash in some areas."
10270194,Domleschg via Rothenbrunnen,Rothenbrunnen,Graubünden,Switzerland,"{'lat': 46.76366, 'lng': 9.42538}",53.2898,10943.511999999999,629.7168,287.7312,809.8536,m,176.0,4.1,3,2.0,"{'start': 1, 'end': 12}","{'uid': 'L', 'name': 'Loop'}",9,18,7,12,"['birding', 'hiking', 'mountain-biking', 'trail-running', 'walking']","['dogs', 'forest', 'historic-site', 'lake', 'views', 'wild-flowers', 'wildlife']",[],switzerland/grisons/domleschg-via-rothenbrunnen,"Try this 6.8-mile loop trail near Rothenbrunnen, Graubünden. Generally considered a moderately challenging route, it takes an average of 2 h 56 min to complete. This is a popular trail for birding, hiking, and mountain biking, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome and may be off-leash in some areas."
10270806,Schwarzsee - Zermatt,Zermatt,Valais,Switzerland,"{'lat': 45.99202, 'lng': 7.70902}",85.3985,7242.03,2574.9504,34.7472,2578.9128,m,,4.4,3,3.0,"{'start': 5, 'end': 10}","{'uid': 'P', 'name': 'Point to Point'}",56,365,77,119,"['birding', 'hiking', 'trail-running']","['dogs', 'forest', 'historic-site', 'lake', 'kids', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']","['fee', 'rocky', 'scramble', 'snow']",switzerland/valais/schwarzsee-zermatt,"Head out on this 4.5-mile point-to-point trail near Zermatt, Valais. Generally considered a moderately challenging route. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are May through October. Dogs are welcome and may be off-leash in some areas."
10271921,Flüelapass - Grialetsch Hut - Kesch Refuge - Fuorcla Pischa - Madulain,Susch,Graubünden,Switzerland,"{'lat': 46.74158, 'lng': 9.96918}",22.4043,41360.03799999999,2268.9312,2229.9168,2866.9488,m,966.0,2.1,5,2.0,"{'start': 6, 'end': 9}","{'uid': 'P', 'name': 'Point to Point'}",2,75,3,8,"['hiking', 'rock-climbing', 'trail-running']","['dogs', 'forest', 'river', 'views', 'wild-flowers']","['no-shade', 'rocky']",switzerland/grisons/fluelapass-grialetschhutte-keschhutte-fuorcla-pischa-madulain,"Enjoy this 25.7-mile point-to-point trail near Susch, Graubünden. Generally considered a challenging route, it takes an average of 16 h 6 min to complete. This is a popular trail for hiking, rock climbing, and running, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are June through September. Dogs are welcome and may be off-leash in some areas."
10272768,Col du Grand Saint-Bernard - Pointe de Drône,Bourg-St-Pierre,Valais,Switzerland,"{'lat': 45.86934, 'lng': 7.17059}",25.4944,7885.7660000000005,2483.8152,647.7,2917.8504000000003,m,220.0,1.9,5,2.0,"{'start': 4, 'end': 10}","{'uid': 'L', 'name': 'Loop'}",5,57,5,12,"['birding', 'camping', 'hiking', 'trail-running', 'walking']","['forest', 'lake', 'views', 'wildlife']",[],switzerland/valais/col-du-grand-saint-bernard-pointe-de-drone,"Discover this 4.9-mile loop trail near Bourg-St-Pierre, Valais. Generally considered a challenging route, it takes an average of 3 h 40 min to complete. This is a popular trail for birding, camping, and hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are April through October."
10279759,Bern Old Town Loop,Bern,Bern,Switzerland,"{'lat': 46.94592, 'lng': 7.44222}",83.2773,4828.0199999999995,535.8384,128.93040000000002,551.9928,m,77.0,4.4,1,3.0,"{'start': 1, 'end': 12}","{'uid': 'L', 'name': 'Loop'}",50,117,120,96,"['trail-running', 'walking']","['city-walk', 'dogs-leash', 'forest', 'historic-site', 'kids', 'paved', 'river', 'strollers', 'views']",['no-shade'],switzerland/bern/bern-altstadt-rundweg,"Head out on this 3.0-mile loop trail near Bern, Bern. Generally considered an easy route, it takes an average of 1 h 17 min to complete. This is a very popular area for running and walking, so you'll likely encounter other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
10283702,Olten nach Basel,Olten,Solothurn,Switzerland,"{'lat': 47.35206, 'lng': 7.90705}",50.9591,49406.738,393.8016,1734.9216000000001,1088.7456,m,,3.6,3,1.0,"{'start': -1, 'end': -1}","{'uid': 'P', 'name': 'Point to Point'}",3,95,13,12,"['bike-touring', 'mountain-biking']","['cave', 'forest', 'historic-site', 'river', 'views', 'waterfall', 'wildlife']",[],switzerland/solothurn/olten-nach-basel,"Explore this 30.7-mile point-to-point trail near Olten, Solothurn. Generally considered a moderately challenging route. This trail is great for mountain biking and bike touring, and it's unlikely you'll encounter many other people while exploring."
10283874,Lausanne City Walk,Lausanne,Vaud,Switzerland,"{'lat': 46.51692, 'lng': 6.62914}",74.6105,3701.4819999999995,449.88480000000004,136.8552,543.7632,m,67.0,4.3,1,3.0,"{'start': 1, 'end': 12}","{'uid': 'L', 'name': 'Loop'}",25,70,57,54,"['trail-running', 'walking']","['ada', 'city-walk', 'dogs-leash', 'historic-site', 'kids', 'paved', 'strollers', 'views']",[],switzerland/vaud/tour-de-lausanne,"Explore this 2.3-mile loop trail near Lausanne, Vaud. Generally considered an easy route, it takes an average of 1 h 7 min to complete. This is a very popular area for running and walking, so you'll likely encounter other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
10284443,Chéserex Boucle,Nyon,Vaud,Switzerland,"{'lat': 46.39226, 'lng': 6.22816}",34.7349,21082.354,422.7576,314.8584,570.8904,m,288.0,2.9,3,1.0,"{'start': -1, 'end': -1}","{'uid': 'L', 'name': 'Loop'}",4,61,48,13,"['hiking', 'mountain-biking', 'trail-running']","['forest', 'lake', 'river', 'wild-flowers', 'wildlife']",[],switzerland/vaud/cheserex-boucle,"Try this 13.1-mile loop trail near Nyon, Vaud. Generally considered a moderately challenging route, it takes an average of 4 h 48 min to complete. This trail is great for hiking, mountain biking, and running, and it's unlikely you'll encounter many other people while exploring."
10284981,Biel - Berne,Biel/Bienne,Bern,Switzerland,"{'lat': 47.13304, 'lng': 7.24309}",47.0136,43774.047999999995,444.70320000000004,832.7136,712.9272000000001,m,,4.5,3,2.0,"{'start': 1, 'end': 12}","{'uid': 'P', 'name': 'Point to Point'}",2,102,7,9,"['bike-touring', 'mountain-biking', 'trail-running']","['beach', 'forest', 'historic-site', 'lake', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']",[],switzerland/bern/bienne-to-bern,"Explore this 27.2-mile point-to-point trail near Biel/Bienne, Bern. Generally considered a moderately challenging route. This is a popular trail for mountain biking, running, and bike touring, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime."
10285065,Saut du Doubs Waterfall,Les Brenets,Neuchâtel,Switzerland,"{'lat': 47.08518, 'lng': 6.70447}",86.6923,11104.446,889.7112000000001,466.95360000000005,1033.8816000000002,m,216.0,4.3,3,3.0,"{'start': 3, 'end': 10}","{'uid': 'L', 'name': 'Loop'}",108,307,133,116,"['birding', 'hiking', 'trail-running']","['dogs-leash', 'forest', 'lake', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']",[],switzerland/neuchatel/saut-du-doubs,"Explore this 6.9-mile loop trail near Les Brenets, Neuchâtel. Generally considered a moderately challenging route, it takes an average of 3 h 36 min to complete. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are March through October. Dogs are welcome, but must be on a leash."
10286341,Laufen - Ormalingen,Laufen,Basel Country,Switzerland,"{'lat': 47.41962, 'lng': 7.50642}",30.483,39750.698,372.7704,787.908,682.7520000000001,m,,5.0,3,1.0,"{'start': -1, 'end': -1}","{'uid': 'P', 'name': 'Point to Point'}",1,1,10,3,"['bike-touring', 'road-biking', 'scenic-driving']","['forest', 'paved', 'river', 'views', 'wild-flowers']",[],switzerland/basel-country/laufen-nach-ormalingen,"Explore this 24.7-mile point-to-point trail near Laufen, Basel Country. Generally considered a moderately challenging route. This trail is great for road biking, scenic driving, and bike touring, and it's unlikely you'll encounter many other people while exploring."
10286347,Wipkingen - Hongg,Zürich,Zurich,Switzerland,"{'lat': 47.39257, 'lng': 8.52235}",72.9752,5471.755999999999,405.9936,50.9016,414.8328,m,68.0,4.4,1,3.0,"{'start': 1, 'end': 12}","{'uid': 'L', 'name': 'Loop'}",21,14,200,84,"['birding', 'trail-running', 'walking']","['city-walk', 'dogs-leash', 'historic-site', 'kids', 'paved', 'river', 'views', 'wild-flowers', 'wildlife']",['no-shade'],switzerland/zurich/wipkingen-hongg,"Head out on this 3.4-mile loop trail near Zürich, Zurich. Generally considered an easy route, it takes an average of 1 h 8 min to complete. This is a very popular area for birding, running, and walking, so you'll likely encounter other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
10286573,Hackenberg Rundweg,Illnau-Effretikon,Zurich,Switzerland,"{'lat': 47.42501, 'lng': 8.68711}",32.2703,2092.142,507.7968,63.7032,554.736,m,35.0,4.0,1,1.0,"{'start': -1, 'end': -1}","{'uid': 'L', 'name': 'Loop'}",1,0,9,3,['hiking'],"['forest', 'views', 'wildlife']",[],switzerland/zurich/hackenberg-rundweg,"Explore this 1.3-mile loop trail near Illnau-Effretikon, Zurich. Generally considered an easy route, it takes an average of 35 min to complete. This trail is great for hiking, and it's unlikely you'll encounter many other people while exploring."
10289953,Col de la Forclaz - Fenêtre d'Arpette - Champex -Bovine,Trient,Valais,Switzerland,"{'lat': 46.05772, 'lng': 7.00135}",69.0937,25588.505999999998,1525.8288,1988.8200000000002,2644.7496,m,688.0,4.6,5,2.0,"{'start': 6, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",7,1133,15,67,"['backpacking', 'birding', 'hiking', 'trail-running']","['forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['rocky', 'snow']",switzerland/valais/col-de-la-forclaz-fenetre-darpette-champex-bovine,"Enjoy this 15.9-mile loop trail near Trient, Valais. Generally considered a challenging route, it takes an average of 11 h 28 min to complete. This is a popular trail for backpacking, birding, and hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are June through September."
10290336,Carona - Monte San Salvatore,Carona,Ticino,Switzerland,"{'lat': 45.96612, 'lng': 8.93938}",89.826,4023.35,622.7064,280.7208,883.9200000000001,m,102.0,4.4,3,3.0,"{'start': 4, 'end': 10}","{'uid': 'O', 'name': 'Out & Back'}",90,441,132,336,"['birding', 'hiking', 'trail-running']","['dogs-leash', 'forest', 'historic-site', 'lake', 'kids', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']",['rocky'],switzerland/ticino/carona-monte-san-salvatore,"Head out on this 2.5-mile out-and-back trail near Carona, Ticino. Generally considered a moderately challenging route, it takes an average of 1 h 42 min to complete. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are April through October. Dogs are welcome, but must be on a leash."
10291525,Rimpfischhorn,Zermatt,Valais,Switzerland,"{'lat': 46.01285, 'lng': 7.81097}",36.0517,13035.653999999999,2613.9648,1549.9080000000001,4120.896000000001,m,,4.0,7,1.0,"{'start': -1, 'end': -1}","{'uid': 'O', 'name': 'Out & Back'}",1,26,2,5,"['backpacking', 'hiking']",['views'],"['no-shade', 'rocky', 'scramble', 'snow']",switzerland/valais/rimpfischhorn-peak,"Proceed cautiously on this 8.1-mile out-and-back trail near Zermatt, Valais. Generally considered a highly challenging route, it should only be attempted by experienced adventurers. This trail is great for backpacking and hiking, and it's unlikely you'll encounter many other people while exploring."
10292865,Schatzalp Waterfall Loop,Davos,Graubünden,Switzerland,"{'lat': 46.80135, 'lng': 9.81516}",74.1347,2896.812,1861.7184000000002,115.82400000000001,1952.8536000000001,m,54.0,4.5,3,2.0,"{'start': 6, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",30,24,55,63,"['birding', 'hiking', 'trail-running']","['forest', 'historic-site', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']",['fee'],switzerland/grisons/schatzalp-wasserfallrunde,"Check out this 1.8-mile loop trail near Davos, Graubünden. Generally considered a moderately challenging route, it takes an average of 54 min to complete. This is a popular trail for birding, hiking, and running, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are June through September."
10292867,Lake Davos,Davos,Graubünden,Switzerland,"{'lat': 46.81421, 'lng': 9.84652}",79.5267,4023.35,1567.8912,68.8848,1596.8472000000002,m,57.0,4.5,1,3.0,"{'start': 4, 'end': 10}","{'uid': 'L', 'name': 'Loop'}",44,54,108,99,"['birding', 'trail-running', 'walking']","['ada', 'beach', 'dogs', 'forest', 'lake', 'kids', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']",['no-shade'],switzerland/grisons/davosersee,"Check out this 2.5-mile loop trail near Davos, Graubünden. Generally considered an easy route, it takes an average of 57 min to complete. This is a very popular area for birding, running, and walking, so you'll likely encounter other people while exploring. The best times to visit this trail are April through October. Dogs are welcome and may be off-leash in some areas."
